book_id,tag_id
1783,16
1783,87
1783,21
1783,5
1783,18
1783,10
1783,36
1783,14
1783,0
1783,43
1783,8
1783,4
1783,31
1783,73
1783,41
1783,64
4602,0
4602,3
4602,1
4602,17
4602,10
4602,2
4602,16
4602,18
4602,5
4602,83
4602,29
4602,124
4602,59
4602,36
4602,51
4602,110
4602,57
4602,37
4602,31
4602,6
4602,26
4602,44
4602,4
4602,47
4602,8
4602,119
4602,73
4602,15
4602,64
7242,0
7242,107
7242,5
7242,16
7242,17
7242,52
7242,2
7242,10
7242,1
7242,26
7242,14
7242,15
7242,88
7242,9
7242,37
7242,71
7242,60
7242,21
7242,29
7242,124
293,0
293,17
293,3
293,12
293,1
293,2
293,13
293,18
293,40
293,16
293,9
293,5
293,39
293,87
293,31
293,43
293,14
293,23
293,54
293,36
293,19
5915,17
5915,3
5915,0
5915,1
5915,87
5915,2
5915,43
5915,16
5915,18
5915,5
5915,10
5915,14
5915,36
5915,57
5915,31
5915,4
5915,8
5915,60
5915,51
94,17
94,0
94,2
94,16
94,5
94,1
94,36
94,3
94,29
94,8
94,4
94,6
94,41
94,18
94,31
94,10
94,15
94,110
94,96
94,25
397,0
397,1
397,3
397,18
397,17
397,42
397,2
397,11
397,27
397,19
397,5
397,9
397,16
397,96
397,6
397,4
397,31
397,125
397,29
397,22
397,15
397,36
397,61
397,8
397,62
397,64
397,119
397,110
397,41
6123,0
6123,20
6123,3
6123,139
6123,1
6123,2
6123,9
6123,17
6123,45
6123,12
6123,48
6123,5
6123,92
6123,14
6123,21
6123,126
6123,13
6123,54
6123,10
371,0
371,20
371,3
371,1
371,17
371,9
371,2
371,5
371,52
371,48
371,45
371,60
371,16
371,21
371,4
371,140
371,29
371,14
371,69
371,8
371,67
4034,0
4034,20
4034,3
4034,1
4034,2
4034,9
4034,139
4034,17
4034,45
4034,5
4034,48
4034,10
4034,12
4034,126
4034,21
4034,7
4034,14
4034,16
4034,130
7904,0
7904,20
7904,3
7904,9
7904,2
7904,1
7904,24
7904,60
7904,48
7904,12
7904,113
7904,45
7904,5
7904,21
7904,17
7904,38
7904,10
7904,52
7904,126
7904,105
7904,139
1727,0
1727,3
1727,9
1727,20
1727,1
1727,11
1727,24
1727,2
1727,7
1727,56
1727,43
1727,5
1727,38
1727,14
1727,45
1727,27
1727,48
1727,82
1727,113
1727,17
1727,16
1727,4
1727,29
1727,12
1727,6
1727,34
1727,8
5072,0
5072,20
5072,9
5072,2
5072,24
5072,26
5072,3
5072,1
5072,70
5072,45
5072,11
5072,43
5072,47
5072,7
5072,14
5072,5
5072,16
5072,113
5072,12
5072,4
5072,52
5072,114
5072,48
5072,17
5072,8
5072,60
1332,0
1332,20
1332,3
1332,24
1332,9
1332,2
1332,1
1332,7
1332,17
1332,12
1332,5
1332,43
1332,14
1332,126
1332,45
1332,140
1332,4
1332,113
1332,48
1332,29
1332,8
1332,13
1332,16
1332,139
1042,0
1042,3
1042,20
1042,2
1042,9
1042,24
1042,1
1042,11
1042,7
1042,27
1042,5
1042,43
1042,45
1042,14
1042,48
1042,139
1042,38
1042,56
1042,113
1042,29
1042,17
1042,4
1042,12
1042,8
1042,16
1042,92
1042,116
1042,6
1042,30
561,0
561,1
561,9
561,3
561,40
561,17
561,13
561,39
561,2
561,12
561,24
561,54
561,31
561,72
561,5
561,16
561,20
561,21
561,32
9759,0
9759,59
9759,26
9759,1
9759,3
9759,47
9759,107
9759,2
9759,134
9759,74
9759,25
9759,16
9759,5
9759,6
9759,4
9759,31
9759,131
9759,24
9759,73
9759,95
9232,0
9232,3
9232,18
9232,1
9232,5
9232,16
9232,2
9232,21
9232,65
9232,6
9232,36
9232,17
9232,29
9232,27
9232,41
9232,31
9232,19
9232,26
9232,47
9232,115
3581,0
3581,3
3581,2
3581,1
3581,18
3581,5
3581,20
3581,21
3581,53
3581,17
3581,36
3581,29
3581,16
3581,6
3581,45
3581,9
3581,14
3581,24
3581,64
3581,52
3581,113
5146,0
5146,26
5146,1
5146,59
5146,18
5146,70
5146,17
5146,3
5146,2
5146,21
5146,65
5146,29
5146,51
5146,47
5146,57
5146,31
5146,106
5146,74
5146,6
5146,92
5146,4
5146,52
5146,109
5146,41
5146,73
5315,0
5315,17
5315,5
5315,16
5315,6
5315,2
5315,36
5315,109
5315,8
5315,29
5315,21
5315,51
5315,3
5315,4
5315,57
5315,1
5315,18
5315,41
5315,14
5315,31
5315,26
5315,59
5315,73
2337,0
2337,3
2337,1
2337,11
2337,2
2337,21
2337,16
2337,6
2337,5
2337,27
2337,70
2337,36
2337,14
2337,17
2337,29
2337,56
2337,19
2337,41
2337,8
2337,96
2337,119
2337,7
2337,4
8588,0
8588,3
8588,11
8588,1
8588,16
8588,21
8588,6
8588,5
8588,2
8588,27
8588,36
8588,29
8588,17
8588,31
8588,7
8588,14
8588,4
8588,56
8588,119
8588,19
8588,22
8588,52
8588,70
8588,41
8588,73
8588,8
8588,86
8588,89
5150,0
5150,3
5150,1
5150,6
5150,21
5150,2
5150,5
5150,16
5150,36
5150,14
5150,41
5150,68
5150,25
5150,15
5150,119
5150,8
5150,24
5150,17
5150,10
5150,4
5150,35
6844,3
6844,0
6844,21
6844,5
6844,16
6844,14
6844,29
6844,1
6844,2
6844,6
6844,119
6844,36
6844,15
6844,41
6844,8
6844,10
9905,0
9905,3
9905,1
9905,6
9905,2
9905,5
9905,81
9905,21
9905,16
9905,36
9905,29
9905,14
9905,119
9905,8
9905,17
9905,15
9905,41
9905,31
9905,52
9905,12
7462,0
7462,3
7462,1
7462,21
7462,16
7462,2
7462,6
7462,5
7462,36
7462,29
7462,14
7462,11
7462,119
7462,41
7462,27
7462,19
7462,15
7462,8
7462,52
7462,10
7462,46
7462,144
7462,31
7462,58
1969,0
1969,26
1969,18
1969,45
1969,2
1969,1
1969,65
1969,106
1969,108
1969,90
1969,52
1969,14
1969,31
1969,63
1969,123
3598,0
3598,26
3598,1
3598,59
3598,24
3598,2
3598,92
3598,47
3598,3
3598,6
3598,4
3598,18
3598,106
3598,73
3598,21
3598,74
3598,78
1392,0
1392,26
1392,1
1392,24
1392,2
1392,59
1392,106
1392,3
1392,6
1392,4
1392,52
1392,70
1392,18
1392,21
1392,47
1392,63
1392,50
1392,45
8934,0
8934,26
8934,108
8934,80
8934,1
8934,102
8934,2
8934,31
8934,71
8934,63
546,0
546,52
546,3
546,26
546,1
546,17
546,2
546,92
546,63
546,59
546,16
546,88
546,60
546,80
546,5
546,47
546,21
546,102
546,6
546,12
546,29
546,71
546,4
546,108
546,74
546,14
546,31
546,25
546,58
546,36
5120,0
5120,26
5120,65
5120,106
5120,108
5120,1
5120,2
5120,90
5120,18
5120,52
5120,14
5120,31
5120,6
5120,45
5120,57
5120,3
5120,29
5120,63
5120,73
5120,123
498,0
498,17
498,3
498,1
498,18
498,16
498,2
498,53
498,5
498,87
498,10
498,52
498,36
498,4
498,76
498,15
498,41
498,8
498,110
498,64
498,65
498,14
255,0
255,3
255,17
255,1
255,52
255,2
255,16
255,65
255,69
255,5
255,67
255,90
255,20
255,108
255,21
255,4
255,36
255,8
255,6
255,29
255,41
255,9
255,10
255,15
255,11
255,26
255,14
255,18
255,45
8688,0
8688,52
8688,26
8688,65
8688,2
8688,1
8688,3
8688,63
8688,17
8688,18
8688,6
8688,41
8688,90
8688,16
8688,80
8688,106
8688,108
8688,21
8688,29
903,0
903,3
903,1
903,52
903,69
903,67
903,17
903,20
903,2
903,31
903,16
903,65
903,5
903,9
903,4
903,90
903,50
903,13
903,8
903,21
903,29
903,48
903,36
903,70
903,41
903,105
903,10
903,57
903,14
903,6
4298,0
4298,17
4298,52
4298,2
4298,16
4298,18
4298,3
4298,65
4298,5
4298,90
4298,69
4298,67
4298,21
4298,29
4298,1
4298,36
4298,26
4298,4
4298,8
4298,10
4298,6
4298,15
4298,41
4298,14
4298,57
4298,53
4298,50
4298,74
8492,0
8492,107
8492,1
8492,2
8492,26
8492,21
8492,3
8492,6
8492,16
8492,24
8492,4
8492,31
8492,17
8492,73
8492,41
8492,68
6870,0
6870,3
6870,1
6870,6
6870,2
6870,25
6870,8
6870,5
6870,4
6870,36
6870,21
6870,58
6870,15
6870,124
6870,41
6870,35
6870,28
6870,51
6870,46
6870,16
6870,18
6870,98
6870,57
3560,0
3560,3
3560,18
3560,16
3560,2
3560,21
3560,5
3560,1
3560,36
3560,53
3560,65
3560,6
3560,20
3560,69
3560,67
3560,17
3560,4
3560,9
3560,68
3560,14
3560,8
3560,48
3560,41
3560,29
3560,26
3560,15
3560,31
3560,90
1096,0
1096,24
1096,26
1096,65
1096,18
1096,2
1096,1
1096,113
1096,3
1096,90
1096,21
1096,4
1096,68
1096,106
1096,123
1096,16
1096,47
1853,0
1853,3
1853,1
1853,16
1853,17
1853,2
1853,10
1853,96
1853,5
1853,36
1853,6
1853,8
1853,4
1853,15
1853,37
1853,110
1853,68
1853,41
1853,18
1853,70
1224,45
1224,0
1224,26
1224,1
1224,2
1224,52
1224,126
1224,14
1224,18
1142,0
1142,3
1142,20
1142,1
1142,18
1142,2
1142,19
1142,9
1142,53
1142,45
1142,5
1142,12
1142,48
1142,16
1142,115
1142,6
1142,11
1142,14
1142,41
1142,21
1142,29
5306,0
5306,3
5306,18
5306,1
5306,9
5306,20
5306,12
5306,2
5306,7
5306,16
5306,45
5306,48
5306,5
5306,23
5306,51
5306,94
5306,115
5306,21
5306,14
5306,76
5306,52
3314,0
3314,3
3314,18
3314,9
3314,20
3314,1
3314,2
3314,7
3314,45
3314,48
3314,12
3314,5
3314,16
3314,94
3314,21
3314,52
3314,14
3314,23
3314,19
3314,76
7003,0
7003,3
7003,20
7003,2
7003,19
7003,11
7003,1
7003,45
7003,9
7003,5
7003,22
7003,12
7003,6
7003,16
7003,27
7003,24
7003,23
7003,65
7003,48
7003,14
7003,42
7003,21
7003,144
7003,29
7003,56
7003,8
7003,69
7003,67
1519,0
1519,20
1519,3
1519,1
1519,2
1519,9
1519,69
1519,48
1519,45
1519,5
1519,67
1519,21
1519,12
1519,16
1519,4
1519,44
1519,130
1519,14
1519,29
1519,51
1519,40
442,0
442,20
442,3
442,1
442,2
442,9
442,69
442,67
442,48
442,5
442,45
442,17
442,19
442,12
442,21
442,16
442,24
442,11
442,60
442,4
442,29
442,14
442,130
442,8
442,6
442,82
6937,0
6937,26
6937,1
6937,108
6937,99
6937,63
6937,45
6937,2
6937,52
6937,14
6937,123
6937,31
6937,18
6937,17
35,0
35,3
35,1
35,17
35,9
35,52
35,2
35,5
35,71
35,16
35,88
35,12
35,6
35,80
35,96
35,4
35,8
35,18
35,60
35,31
35,36
35,14
35,92
35,13
35,15
35,29
35,41
35,26
35,102
35,10
893,0
893,1
893,86
893,3
893,13
893,20
893,2
893,12
893,23
893,9
893,7
893,89
893,121
893,32
893,34
893,33
893,24
893,11
893,14
893,10
893,93
893,76
893,57
4268,0
4268,18
4268,3
4268,19
4268,1
4268,2
4268,11
4268,5
4268,119
4268,94
4268,12
4268,22
4268,14
4268,64
4268,26
4268,17
4268,43
4268,8
4268,16
4268,4
4268,15
4268,27
4268,68
4268,31
4268,92
32,17
32,0
32,3
32,1
32,31
32,16
32,18
32,2
32,5
32,21
32,50
32,4
32,8
32,29
32,13
32,36
32,15
32,14
32,35
32,46
32,41
32,39
4908,0
4908,26
4908,63
4908,47
4908,80
4908,1
4908,58
4908,59
4908,2
4908,3
4908,102
4908,106
4908,10
4908,37
4908,74
4908,25
4908,24
4908,4
4908,5
4908,21
4908,14
4908,6
4908,52
4908,108
857,0
857,11
857,1
857,13
857,3
857,40
857,17
857,2
857,39
857,31
857,54
857,35
857,19
857,72
857,22
857,5
857,33
857,12
857,6
857,127
857,24
857,27
857,61
857,9
4937,0
4937,3
4937,13
4937,40
4937,1
4937,11
4937,39
4937,9
4937,35
4937,2
4937,54
4937,12
4937,7
4937,31
4937,72
4937,17
4937,18
4937,5
4937,46
4937,82
4937,127
4937,33
4937,6
4937,29
4937,57
33,0
33,1
33,3
33,18
33,10
33,2
33,17
33,4
33,6
33,5
33,8
33,124
33,16
33,15
33,59
33,36
33,28
33,98
33,47
33,26
33,51
33,29
33,122
33,97
33,21
33,44
33,94
33,14
33,37
33,41
33,35
33,53
33,50
7994,0
7994,26
7994,112
7994,58
7994,40
7994,80
7994,63
7994,123
7994,1
7994,25
7994,129
7994,2
7994,71
7994,37
7994,60
7994,4
7994,88
7994,102
9,0
9,3
9,11
9,1
9,19
9,2
9,22
9,7
9,12
9,18
9,27
9,4
9,6
9,8
9,60
9,5
9,9
9,23
9,14
9,15
9,16
9,21
9,20
9,56
9,61
9,17
9,10
9,99
9,97
9,35
26,3
26,1
26,19
26,0
26,2
26,22
26,18
26,12
26,11
26,5
26,7
26,4
26,6
26,8
26,60
26,9
26,23
26,16
26,99
26,14
26,21
26,27
26,17
26,15
26,56
26,97
26,68
26,35
26,10
145,0
145,3
145,19
145,11
145,1
145,2
145,22
145,12
145,27
145,5
145,20
145,23
145,4
145,6
145,8
145,14
145,21
145,15
145,9
145,90
145,56
145,45
145,16
145,10
145,18
145,65
2318,0
2318,26
2318,108
2318,80
2318,1
2318,102
2318,2
2318,63
2318,106
2318,137
2318,71
2318,52
2318,45
680,0
680,26
680,80
680,108
680,1
680,2
680,17
680,137
680,71
680,102
680,14
680,88
680,123
9670,0
9670,108
9670,26
9670,47
9670,65
9670,74
9670,80
9670,2
9670,137
9670,102
9670,59
9670,1
9670,18
9670,95
9670,14
9670,63
9670,71
9670,52
9670,29
9670,90
9670,123
1684,0
1684,108
1684,26
1684,80
1684,1
1684,3
1684,102
1684,17
1684,2
1684,52
1684,63
1684,71
1684,18
1684,88
1684,137
1684,14
1684,123
687,0
687,18
687,26
687,21
687,1
687,2
687,53
687,93
687,47
687,3
687,65
687,4
687,90
687,31
687,17
461,0
461,16
461,2
461,124
461,5
461,31
461,8
461,17
461,4
461,7
461,21
461,29
461,3
461,25
461,1
461,98
461,41
461,15
461,51
461,127
461,13
461,94
461,57
461,14
398,0
398,26
398,138
398,1
398,106
398,65
398,2
398,18
398,45
398,31
398,108
398,4
398,90
398,50
398,21
398,63
398,73
398,3
398,6
273,0
273,18
273,3
273,1
273,124
273,2
273,4
273,8
273,46
273,5
273,51
273,28
273,98
273,16
273,6
273,36
273,44
273,15
273,94
273,87
273,10
273,25
273,31
273,41
273,58
273,13
273,57
1301,0
1301,19
1301,11
1301,2
1301,3
1301,22
1301,27
1301,1
1301,5
1301,115
1301,8
1301,4
1301,15
1301,61
1301,14
1301,6
1301,42
1301,12
1301,23
1301,21
1301,65
1683,0
1683,108
1683,26
1683,1
1683,18
1683,47
1683,2
1683,3
1683,59
1683,65
1683,74
1683,21
1683,24
1683,137
1683,14
1683,29
7385,0
7385,26
7385,2
7385,1
7385,3
7385,4
7385,25
2744,0
2744,26
2744,2
2744,1
2744,68
92,0
92,26
92,45
92,63
92,2
92,106
92,65
92,108
92,4
92,1
92,52
92,18
92,90
92,14
92,123
92,31
92,21
92,80
92,24
92,68
92,7
92,6
92,3
258,0
258,1
258,3
258,18
258,11
258,2
258,9
258,125
258,7
258,96
258,10
258,16
258,4
258,19
258,5
258,6
258,22
258,36
258,8
258,64
258,17
258,15
258,41
258,27
258,12
258,110
258,44
258,119
258,68
383,0
383,26
383,47
383,3
383,59
383,1
383,2
383,6
383,63
383,74
383,8
383,5
383,131
383,15
383,134
383,16
383,4
383,35
383,14
383,21
573,0
573,26
573,80
573,63
573,58
573,1
573,2
573,102
573,10
573,52
573,14
573,106
573,37
573,28
573,3
573,25
573,4
573,51
573,71
573,138
573,17
573,21
573,6
496,0
496,18
496,3
496,2
496,7
496,10
496,17
496,1
496,12
496,8
496,5
496,9
496,94
496,16
496,20
496,91
496,13
496,76
496,51
496,21
496,39
496,29
496,64
496,6
496,57
496,55
496,119
496,28
496,14
496,48
1154,0
1154,26
1154,108
1154,1
1154,47
1154,2
1154,18
1154,45
1154,3
1154,4
1154,137
1154,97
1154,63
1154,59
1154,106
1154,21
1154,14
1154,6
2474,0
2474,26
2474,108
2474,63
2474,1
2474,52
2474,80
2474,18
2474,102
2474,65
2474,137
2474,2
2474,90
2474,53
2474,17
2474,47
2474,106
2474,45
2474,14
2474,71
2474,58
4731,0
4731,3
4731,18
4731,1
4731,93
4731,53
4731,2
4731,9
4731,5
4731,26
4731,16
4731,17
4731,94
4731,12
4731,76
4731,137
4731,4
4731,23
4731,64
4731,52
7274,0
7274,9
7274,2
7274,3
7274,1
7274,20
7274,66
7274,141
7274,7
7274,76
7274,32
7274,12
7274,5
7274,4
7274,57
7274,8
7274,78
7274,39
7274,14
7274,144
2867,0
2867,80
2867,26
2867,1
2867,99
2867,108
2867,63
2867,102
2867,52
2867,2
2867,71
2867,137
2867,88
2867,3
3404,0
3404,18
3404,17
3404,26
3404,1
3404,2
3404,16
3404,82
3404,52
3404,31
3404,3
3404,73
3404,53
3404,92
3404,65
3404,64
3404,110
3404,4
341,0
341,17
341,107
341,3
341,1
341,82
341,2
341,16
341,18
341,9
341,31
341,76
341,53
341,12
341,73
341,50
341,5
341,4
341,52
341,110
341,26
341,8
341,41
341,15
2142,17
2142,3
2142,107
2142,1
2142,2
2142,82
2142,16
2142,9
2142,18
2142,12
2142,31
2142,76
2142,50
2142,5
2142,53
2142,0
2142,52
2142,26
2142,4
2142,15
2142,34
2142,10
2142,8
2142,73
2142,60
79,0
79,17
79,3
79,107
79,1
79,82
79,9
79,31
79,2
79,16
79,12
79,18
79,76
79,50
79,4
79,5
79,73
79,8
79,52
79,41
79,110
79,26
79,53
79,15
79,36
79,92
125,0
125,17
125,1
125,3
125,15
125,31
125,2
125,16
125,107
125,50
125,43
125,14
125,18
125,4
125,73
125,116
125,5
125,41
125,8
125,61
125,10
125,78
125,9
125,64
4160,0
4160,52
4160,88
4160,2
4160,80
4160,71
4160,1
4160,5
4160,6
4160,60
4160,3
4160,9
4160,16
4160,14
4160,26
4160,96
4160,4
4160,102
4160,17
4160,8
4160,63
4160,70
1506,0
1506,1
1506,3
1506,52
1506,5
1506,2
1506,10
1506,6
1506,88
1506,71
1506,14
1506,37
1506,4
1506,15
1506,119
1506,17
1506,9
1506,8
1506,58
1506,36
1506,92
1506,60
1506,96
1506,11
1506,12
1506,16
1506,35
1506,80
1506,63
1206,0
1206,3
1206,1
1206,10
1206,2
1206,52
1206,5
1206,88
1206,6
1206,71
1206,16
1206,37
1206,60
1206,8
1206,15
1206,4
1206,14
1206,96
1206,17
1206,36
1206,80
1206,9
1206,41
1206,119
1206,29
1206,110
1206,12
708,0
708,3
708,1
708,10
708,2
708,5
708,6
708,52
708,4
708,16
708,14
708,88
708,15
708,71
708,8
708,37
708,17
708,83
708,119
708,36
708,35
708,49
629,0
629,2
629,5
629,63
629,10
629,16
629,15
629,71
629,131
629,88
629,4
629,8
629,14
629,3
629,17
629,1
629,78
629,29
629,36
629,80
629,13
629,119
629,41
629,11
629,96
4149,0
4149,17
4149,15
4149,3
4149,82
4149,1
4149,2
4149,16
4149,107
4149,31
4149,73
4149,18
4149,52
4149,110
4149,9
4149,4
4149,50
9281,0
9281,17
9281,15
9281,3
9281,82
9281,16
9281,31
9281,1
9281,2
9281,107
9281,18
9281,9
9281,73
9281,52
9281,7
9281,50
9281,4
9281,123
9281,61
2052,17
2052,15
2052,3
2052,2
2052,1
2052,31
2052,16
2052,82
2052,0
2052,107
2052,50
2052,52
2052,18
2052,73
2052,9
2052,4
2052,110
2052,26
2052,7
2052,14
824,15
824,3
824,31
824,0
824,82
824,16
824,50
824,17
824,107
824,18
824,4
824,9
824,52
824,73
824,7
824,8
824,2
824,1
824,64
824,110
824,63
824,62
824,41
4537,15
4537,3
4537,17
4537,1
4537,24
4537,16
4537,31
4537,2
4537,109
4537,73
4537,0
4537,53
4537,107
4537,18
4537,113
4537,4
4537,50
4537,51
4537,52
4537,8
4537,110
4537,65
4537,64
87,0
87,26
87,1
87,17
87,18
87,31
87,59
87,2
87,3
87,74
87,16
87,47
87,50
87,13
87,4
87,7
87,64
87,60
87,53
87,5
87,91
87,95
87,85
87,42
87,78
87,6
87,52
60,0
60,3
60,1
60,13
60,2
60,17
60,11
60,5
60,14
60,31
60,6
60,36
60,35
60,4
60,131
60,63
60,134
60,40
60,43
60,16
60,8
60,22
60,27
60,44
60,58
248,0
248,17
248,1
248,3
248,15
248,9
248,31
248,2
248,10
248,16
248,107
248,24
248,43
248,50
248,4
248,14
248,32
248,73
248,18
248,8
248,82
248,37
248,36
248,5
4691,0
4691,26
4691,59
4691,47
4691,1
4691,92
4691,12
4691,18
4691,74
4691,17
4691,2
4691,51
4691,3
4691,95
4691,29
4691,16
4691,4
4691,43
4691,14
4691,109
4691,57
855,0
855,17
855,1
855,15
855,3
855,2
855,31
855,10
855,16
855,107
855,24
855,43
855,14
855,73
855,50
855,18
855,4
855,8
855,9
855,41
855,37
6066,0
6066,3
6066,70
6066,10
6066,120
6066,1
6066,6
6066,2
6066,4
6066,21
6066,114
6066,8
6066,15
6066,16
6066,17
6066,18
6066,36
6066,29
6066,14
6066,41
6066,97
