tag_id,isbn
31,60531045
10,60531045
15,60531045
110,60531045
96,60531045
25,60531045
3,140120831
18,140120831
17,140120831
42,140120831
11,140120831
27,140120831
19,140120831
5,140120831
9,140120831
16,140120831
96,140120831
6,140120831
4,140120831
31,140120831
125,140120831
29,140120831
22,140120831
15,140120831
36,140120831
61,140120831
8,140120831
62,140120831
64,140120831
119,140120831
110,140120831
41,140120831
20,345413997
3,345413997
139,345413997
9,345413997
17,345413997
45,345413997
12,345413997
48,345413997
5,345413997
92,345413997
14,345413997
21,345413997
126,345413997
13,345413997
54,345413997
10,345413997
20,441788386
3,441788386
17,441788386
9,441788386
5,441788386
52,441788386
48,441788386
45,441788386
60,441788386
16,441788386
21,441788386
4,441788386
140,441788386
29,441788386
14,441788386
69,441788386
8,441788386
67,441788386
20,345316509
3,345316509
9,345316509
24,345316509
60,345316509
48,345316509
12,345316509
113,345316509
45,345316509
5,345316509
21,345316509
17,345316509
38,345316509
10,345316509
52,345316509
126,345316509
105,345316509
139,345316509
3,671742515
9,671742515
20,671742515
11,671742515
24,671742515
7,671742515
56,671742515
43,671742515
5,671742515
38,671742515
14,671742515
45,671742515
27,671742515
48,671742515
82,671742515
113,671742515
17,671742515
16,671742515
4,671742515
29,671742515
12,671742515
6,671742515
34,671742515
8,671742515
20,345455290
9,345455290
24,345455290
26,345455290
3,345455290
70,345455290
45,345455290
11,345455290
43,345455290
47,345455290
7,345455290
14,345455290
5,345455290
16,345455290
113,345455290
12,345455290
4,345455290
52,345455290
114,345455290
48,345455290
17,345455290
8,345455290
60,345455290
20,345418778
3,345418778
24,345418778
9,345418778
7,345418778
17,345418778
12,345418778
5,345418778
43,345418778
14,345418778
126,345418778
45,345418778
140,345418778
4,345418778
113,345418778
48,345418778
29,345418778
8,345418778
13,345418778
16,345418778
139,345418778
3,671746723
20,671746723
9,671746723
24,671746723
11,671746723
7,671746723
27,671746723
5,671746723
43,671746723
45,671746723
14,671746723
48,671746723
139,671746723
38,671746723
56,671746723
113,671746723
29,671746723
17,671746723
4,671746723
12,671746723
8,671746723
16,671746723
92,671746723
116,671746723
6,671746723
30,671746723
9,394820371
3,394820371
40,394820371
17,394820371
13,394820371
39,394820371
12,394820371
24,394820371
54,394820371
31,394820371
72,394820371
5,394820371
16,394820371
20,394820371
21,394820371
32,394820371
59,393329402
26,393329402
3,393329402
47,393329402
107,393329402
134,393329402
74,393329402
25,393329402
16,393329402
5,393329402
6,393329402
4,393329402
31,393329402
131,393329402
24,393329402
73,393329402
95,393329402
3,140156046
18,140156046
5,140156046
16,140156046
21,140156046
65,140156046
6,140156046
36,140156046
17,140156046
29,140156046
27,140156046
41,140156046
31,140156046
19,140156046
26,140156046
47,140156046
115,140156046
3,143039946
18,143039946
5,143039946
20,143039946
21,143039946
53,143039946
17,143039946
36,143039946
29,143039946
16,143039946
6,143039946
45,143039946
9,143039946
14,143039946
24,143039946
64,143039946
52,143039946
113,143039946
26,374521727
59,374521727
18,374521727
70,374521727
17,374521727
3,374521727
21,374521727
65,374521727
29,374521727
51,374521727
47,374521727
57,374521727
31,374521727
106,374521727
74,374521727
6,374521727
92,374521727
4,374521727
52,374521727
109,374521727
41,374521727
73,374521727
17,374529949
5,374529949
16,374529949
6,374529949
36,374529949
109,374529949
8,374529949
29,374529949
21,374529949
51,374529949
3,374529949
4,374529949
57,374529949
18,374529949
41,374529949
14,374529949
31,374529949
26,374529949
59,374529949
73,374529949
3,143039830
11,143039830
21,143039830
16,143039830
6,143039830
5,143039830
27,143039830
70,143039830
36,143039830
14,143039830
17,143039830
29,143039830
56,143039830
19,143039830
41,143039830
8,143039830
96,143039830
119,143039830
7,143039830
4,143039830
3,140097317
11,140097317
16,140097317
21,140097317
6,140097317
5,140097317
27,140097317
36,140097317
29,140097317
17,140097317
31,140097317
7,140097317
14,140097317
4,140097317
56,140097317
119,140097317
19,140097317
22,140097317
52,140097317
70,140097317
41,140097317
73,140097317
8,140097317
86,140097317
89,140097317
3,312426232
6,312426232
21,312426232
5,312426232
16,312426232
36,312426232
14,312426232
41,312426232
68,312426232
25,312426232
15,312426232
119,312426232
8,312426232
24,312426232
17,312426232
10,312426232
4,312426232
35,312426232
3,140115854
21,140115854
5,140115854
16,140115854
14,140115854
29,140115854
6,140115854
119,140115854
36,140115854
15,140115854
41,140115854
8,140115854
10,140115854
3,312263996
6,312263996
5,312263996
81,312263996
21,312263996
16,312263996
36,312263996
29,312263996
14,312263996
119,312263996
8,312263996
17,312263996
15,312263996
41,312263996
31,312263996
52,312263996
12,312263996
3,140178139
21,140178139
16,140178139
6,140178139
5,140178139
36,140178139
29,140178139
14,140178139
11,140178139
119,140178139
41,140178139
27,140178139
19,140178139
15,140178139
8,140178139
52,140178139
10,140178139
46,140178139
144,140178139
31,140178139
58,140178139
26,143036556
18,143036556
45,143036556
65,143036556
106,143036556
108,143036556
90,143036556
52,143036556
14,143036556
31,143036556
63,143036556
123,143036556
26,743264460
59,743264460
24,743264460
92,743264460
47,743264460
3,743264460
6,743264460
4,743264460
18,743264460
106,743264460
73,743264460
21,743264460
74,743264460
78,743264460
26,743236017
24,743236017
59,743236017
106,743236017
3,743236017
6,743236017
4,743236017
52,743236017
70,743236017
18,743236017
21,743236017
47,743236017
63,743236017
50,743236017
45,743236017
26,767923820
108,767923820
80,767923820
102,767923820
31,767923820
71,767923820
63,767923820
52,60589469
3,60589469
26,60589469
17,60589469
92,60589469
63,60589469
59,60589469
16,60589469
88,60589469
60,60589469
80,60589469
5,60589469
47,60589469
21,60589469
102,60589469
6,60589469
12,60589469
29,60589469
71,60589469
4,60589469
108,60589469
74,60589469
14,60589469
31,60589469
25,60589469
58,60589469
36,60589469
26,312421435
65,312421435
106,312421435
108,312421435
90,312421435
18,312421435
52,312421435
14,312421435
31,312421435
6,312421435
45,312421435
57,312421435
3,312421435
29,312421435
63,312421435
73,312421435
123,312421435
17,192833987
3,192833987
18,192833987
16,192833987
53,192833987
5,192833987
87,192833987
10,192833987
52,192833987
36,192833987
4,192833987
76,192833987
15,192833987
41,192833987
8,192833987
110,192833987
64,192833987
65,192833987
14,192833987
3,452011876
17,452011876
52,452011876
16,452011876
65,452011876
69,452011876
5,452011876
67,452011876
90,452011876
20,452011876
108,452011876
21,452011876
4,452011876
36,452011876
8,452011876
6,452011876
29,452011876
41,452011876
9,452011876
10,452011876
15,452011876
11,452011876
26,452011876
14,452011876
18,452011876
45,452011876
52,451163931
26,451163931
65,451163931
3,451163931
63,451163931
17,451163931
18,451163931
6,451163931
41,451163931
90,451163931
16,451163931
80,451163931
106,451163931
108,451163931
21,451163931
29,451163931
3,452281253
52,452281253
69,452281253
67,452281253
17,452281253
20,452281253
31,452281253
16,452281253
65,452281253
5,452281253
9,452281253
4,452281253
90,452281253
50,452281253
13,452281253
8,452281253
21,452281253
29,452281253
48,452281253
36,452281253
70,452281253
41,452281253
105,452281253
10,452281253
57,452281253
14,452281253
6,452281253
17,451187849
52,451187849
16,451187849
18,451187849
3,451187849
65,451187849
5,451187849
90,451187849
69,451187849
67,451187849
21,451187849
29,451187849
36,451187849
26,451187849
4,451187849
8,451187849
10,451187849
6,451187849
15,451187849
41,451187849
14,451187849
57,451187849
53,451187849
50,451187849
74,451187849
107,375755195
26,375755195
21,375755195
3,375755195
6,375755195
16,375755195
24,375755195
4,375755195
31,375755195
17,375755195
73,375755195
41,375755195
68,375755195
3,307263940
6,307263940
25,307263940
8,307263940
5,307263940
4,307263940
36,307263940
21,307263940
58,307263940
15,307263940
124,307263940
41,307263940
35,307263940
28,307263940
51,307263940
46,307263940
16,307263940
18,307263940
98,307263940
57,307263940
3,1400079497
18,1400079497
16,1400079497
21,1400079497
5,1400079497
36,1400079497
53,1400079497
65,1400079497
6,1400079497
20,1400079497
69,1400079497
67,1400079497
17,1400079497
4,1400079497
9,1400079497
68,1400079497
14,1400079497
8,1400079497
48,1400079497
41,1400079497
29,1400079497
26,1400079497
15,1400079497
31,1400079497
90,1400079497
24,713998946
26,713998946
65,713998946
18,713998946
113,713998946
3,713998946
90,713998946
21,713998946
4,713998946
68,713998946
106,713998946
123,713998946
16,713998946
47,713998946
3,307278492
16,307278492
17,307278492
10,307278492
96,307278492
5,307278492
36,307278492
6,307278492
8,307278492
4,307278492
15,307278492
37,307278492
110,307278492
68,307278492
41,307278492
18,307278492
70,307278492
45,375708111
26,375708111
52,375708111
126,375708111
14,375708111
18,375708111
3,60512806
20,60512806
18,60512806
19,60512806
9,60512806
53,60512806
45,60512806
5,60512806
12,60512806
48,60512806
16,60512806
115,60512806
6,60512806
11,60512806
14,60512806
41,60512806
21,60512806
29,60512806
3,60733357
18,60733357
9,60733357
20,60733357
12,60733357
7,60733357
16,60733357
45,60733357
48,60733357
5,60733357
23,60733357
51,60733357
94,60733357
115,60733357
21,60733357
14,60733357
76,60733357
52,60733357
3,60593083
18,60593083
9,60593083
20,60593083
7,60593083
45,60593083
48,60593083
12,60593083
5,60593083
16,60593083
94,60593083
21,60593083
52,60593083
14,60593083
23,60593083
19,60593083
76,60593083
3,553573861
20,553573861
19,553573861
11,553573861
45,553573861
9,553573861
5,553573861
22,553573861
12,553573861
6,553573861
16,553573861
27,553573861
24,553573861
23,553573861
65,553573861
48,553573861
14,553573861
42,553573861
21,553573861
144,553573861
29,553573861
56,553573861
8,553573861
69,553573861
67,553573861
20,553380966
3,553380966
9,553380966
69,553380966
48,553380966
45,553380966
5,553380966
67,553380966
21,553380966
12,553380966
16,553380966
4,553380966
44,553380966
130,553380966
14,553380966
29,553380966
51,553380966
40,553380966
20,553380958
3,553380958
9,553380958
69,553380958
67,553380958
48,553380958
5,553380958
45,553380958
17,553380958
19,553380958
12,553380958
21,553380958
16,553380958
24,553380958
11,553380958
60,553380958
4,553380958
29,553380958
14,553380958
130,553380958
8,553380958
6,553380958
82,553380958
26,465067107
108,465067107
99,465067107
63,465067107
45,465067107
52,465067107
14,465067107
123,465067107
31,465067107
18,465067107
17,465067107
3,61122416
17,61122416
9,61122416
52,61122416
5,61122416
71,61122416
16,61122416
88,61122416
12,61122416
6,61122416
80,61122416
96,61122416
4,61122416
8,61122416
18,61122416
60,61122416
31,61122416
36,61122416
14,61122416
92,61122416
13,61122416
15,61122416
29,61122416
41,61122416
26,61122416
102,61122416
10,61122416
86,1591169208
3,1591169208
13,1591169208
20,1591169208
12,1591169208
23,1591169208
9,1591169208
7,1591169208
89,1591169208
121,1591169208
32,1591169208
34,1591169208
33,1591169208
24,1591169208
11,1591169208
14,1591169208
10,1591169208
93,1591169208
76,1591169208
57,1591169208
18,812974611
3,812974611
19,812974611
11,812974611
5,812974611
119,812974611
94,812974611
12,812974611
22,812974611
14,812974611
64,812974611
26,812974611
17,812974611
43,812974611
8,812974611
16,812974611
4,812974611
15,812974611
27,812974611
68,812974611
31,812974611
92,812974611
17,142000671
3,142000671
31,142000671
16,142000671
18,142000671
5,142000671
21,142000671
50,142000671
4,142000671
8,142000671
29,142000671
13,142000671
36,142000671
15,142000671
14,142000671
35,142000671
46,142000671
41,142000671
39,142000671
26,60554738
63,60554738
47,60554738
80,60554738
58,60554738
59,60554738
3,60554738
102,60554738
106,60554738
10,60554738
37,60554738
74,60554738
25,60554738
24,60554738
4,60554738
5,60554738
21,60554738
14,60554738
6,60554738
52,60554738
108,60554738
11,014240120X
13,014240120X
3,014240120X
40,014240120X
17,014240120X
39,014240120X
31,014240120X
54,014240120X
35,014240120X
19,014240120X
72,014240120X
22,014240120X
5,014240120X
33,014240120X
12,014240120X
6,014240120X
127,014240120X
24,014240120X
27,014240120X
61,014240120X
9,014240120X
3,808553038
13,808553038
40,808553038
11,808553038
39,808553038
9,808553038
35,808553038
54,808553038
12,808553038
7,808553038
31,808553038
72,808553038
17,808553038
18,808553038
5,808553038
46,808553038
82,808553038
127,808553038
33,808553038
6,808553038
29,808553038
57,808553038
3,739326228
18,739326228
10,739326228
17,739326228
4,739326228
6,739326228
5,739326228
8,739326228
124,739326228
16,739326228
15,739326228
59,739326228
36,739326228
28,739326228
98,739326228
47,739326228
26,739326228
51,739326228
29,739326228
122,739326228
97,739326228
21,739326228
44,739326228
94,739326228
14,739326228
37,739326228
41,739326228
35,739326228
53,739326228
50,739326228
26,1881273652
112,1881273652
58,1881273652
40,1881273652
80,1881273652
63,1881273652
123,1881273652
25,1881273652
129,1881273652
71,1881273652
37,1881273652
60,1881273652
4,1881273652
88,1881273652
102,1881273652
3,1416524797
11,1416524797
19,1416524797
22,1416524797
7,1416524797
12,1416524797
18,1416524797
27,1416524797
4,1416524797
6,1416524797
8,1416524797
60,1416524797
5,1416524797
9,1416524797
23,1416524797
14,1416524797
15,1416524797
16,1416524797
21,1416524797
20,1416524797
56,1416524797
61,1416524797
17,1416524797
10,1416524797
99,1416524797
97,1416524797
35,1416524797
3,307277674
19,307277674
22,307277674
18,307277674
12,307277674
11,307277674
5,307277674
7,307277674
4,307277674
6,307277674
8,307277674
60,307277674
9,307277674
23,307277674
16,307277674
99,307277674
14,307277674
21,307277674
27,307277674
17,307277674
15,307277674
56,307277674
97,307277674
68,307277674
35,307277674
10,307277674
3,671027387
19,671027387
11,671027387
22,671027387
12,671027387
27,671027387
5,671027387
20,671027387
23,671027387
4,671027387
6,671027387
8,671027387
14,671027387
21,671027387
15,671027387
9,671027387
90,671027387
56,671027387
45,671027387
16,671027387
10,671027387
18,671027387
65,671027387
26,671015206
108,671015206
80,671015206
102,671015206
63,671015206
106,671015206
137,671015206
71,671015206
52,671015206
45,671015206
26,1585424331
80,1585424331
108,1585424331
17,1585424331
137,1585424331
71,1585424331
102,1585424331
14,1585424331
88,1585424331
123,1585424331
108,345479173
26,345479173
47,345479173
65,345479173
74,345479173
80,345479173
137,345479173
102,345479173
59,345479173
18,345479173
95,345479173
14,345479173
63,345479173
71,345479173
52,345479173
29,345479173
90,345479173
123,345479173
18,743226720
26,743226720
21,743226720
53,743226720
93,743226720
47,743226720
3,743226720
65,743226720
4,743226720
90,743226720
31,743226720
17,743226720
16,1416500189
124,1416500189
5,1416500189
31,1416500189
8,1416500189
17,1416500189
4,1416500189
7,1416500189
21,1416500189
29,1416500189
3,1416500189
25,1416500189
98,1416500189
41,1416500189
15,1416500189
51,1416500189
127,1416500189
13,1416500189
94,1416500189
57,1416500189
14,1416500189
26,60838582
138,60838582
106,60838582
65,60838582
18,60838582
45,60838582
31,60838582
108,60838582
4,60838582
90,60838582
50,60838582
21,60838582
63,60838582
73,60838582
3,60838582
6,60838582
18,812968069
3,812968069
124,812968069
4,812968069
8,812968069
46,812968069
5,812968069
51,812968069
28,812968069
98,812968069
16,812968069
6,812968069
36,812968069
44,812968069
15,812968069
94,812968069
87,812968069
10,812968069
25,812968069
31,812968069
41,812968069
58,812968069
13,812968069
57,812968069
19,385340540
11,385340540
3,385340540
22,385340540
27,385340540
5,385340540
115,385340540
8,385340540
4,385340540
15,385340540
61,385340540
14,385340540
6,385340540
42,385340540
12,385340540
23,385340540
21,385340540
65,385340540
108,140143459
26,140143459
18,140143459
47,140143459
3,140143459
59,140143459
65,140143459
74,140143459
21,140143459
24,140143459
137,140143459
14,140143459
29,140143459
26,030723827X
3,030723827X
4,030723827X
25,030723827X
26,1400052580
68,1400052580
26,61234001
45,61234001
63,61234001
106,61234001
65,61234001
108,61234001
4,61234001
52,61234001
18,61234001
90,61234001
14,61234001
123,61234001
31,61234001
21,61234001
80,61234001
24,61234001
68,61234001
7,61234001
6,61234001
3,61234001
3,143034901
18,143034901
11,143034901
9,143034901
125,143034901
7,143034901
96,143034901
10,143034901
16,143034901
4,143034901
19,143034901
5,143034901
6,143034901
22,143034901
36,143034901
8,143034901
64,143034901
17,143034901
15,143034901
41,143034901
27,143034901
12,143034901
110,143034901
44,143034901
119,143034901
68,143034901
26,307276902
47,307276902
3,307276902
59,307276902
6,307276902
63,307276902
74,307276902
8,307276902
5,307276902
131,307276902
15,307276902
134,307276902
16,307276902
4,307276902
35,307276902
14,307276902
21,307276902
26,60574216
80,60574216
63,60574216
58,60574216
102,60574216
10,60574216
52,60574216
14,60574216
106,60574216
37,60574216
28,60574216
3,60574216
25,60574216
4,60574216
51,60574216
71,60574216
138,60574216
17,60574216
21,60574216
6,60574216
18,553381679
3,553381679
7,553381679
10,553381679
17,553381679
12,553381679
8,553381679
5,553381679
9,553381679
94,553381679
16,553381679
20,553381679
91,553381679
13,553381679
76,553381679
51,553381679
21,553381679
39,553381679
29,553381679
64,553381679
6,553381679
57,553381679
55,553381679
119,553381679
28,553381679
14,553381679
48,553381679
26,393324818
108,393324818
47,393324818
18,393324818
45,393324818
3,393324818
4,393324818
137,393324818
97,393324818
63,393324818
59,393324818
106,393324818
21,393324818
14,393324818
6,393324818
26,140280197
108,140280197
63,140280197
52,140280197
80,140280197
18,140280197
102,140280197
65,140280197
137,140280197
90,140280197
53,140280197
17,140280197
47,140280197
106,140280197
45,140280197
14,140280197
71,140280197
58,140280197
3,055338368X
18,055338368X
93,055338368X
53,055338368X
9,055338368X
5,055338368X
26,055338368X
16,055338368X
17,055338368X
94,055338368X
12,055338368X
76,055338368X
137,055338368X
4,055338368X
23,055338368X
64,055338368X
52,055338368X
9,553295411
3,553295411
20,553295411
66,553295411
141,553295411
7,553295411
76,553295411
32,553295411
12,553295411
5,553295411
4,553295411
57,553295411
8,553295411
78,553295411
39,553295411
14,553295411
144,553295411
80,446691437
26,446691437
99,446691437
108,446691437
63,446691437
102,446691437
52,446691437
71,446691437
137,446691437
88,446691437
3,446691437
18,140449086
17,140449086
26,140449086
16,140449086
82,140449086
52,140449086
31,140449086
3,140449086
73,140449086
53,140449086
92,140449086
65,140449086
64,140449086
110,140449086
4,140449086
17,140275363
107,140275363
3,140275363
82,140275363
16,140275363
18,140275363
9,140275363
31,140275363
76,140275363
53,140275363
12,140275363
73,140275363
50,140275363
5,140275363
4,140275363
52,140275363
110,140275363
26,140275363
8,140275363
41,140275363
15,140275363
17,147712556
3,147712556
107,147712556
82,147712556
16,147712556
9,147712556
18,147712556
12,147712556
31,147712556
76,147712556
50,147712556
5,147712556
53,147712556
52,147712556
26,147712556
4,147712556
15,147712556
34,147712556
10,147712556
8,147712556
73,147712556
60,147712556
17,143039954
3,143039954
107,143039954
82,143039954
9,143039954
31,143039954
16,143039954
12,143039954
18,143039954
76,143039954
50,143039954
4,143039954
5,143039954
73,143039954
8,143039954
52,143039954
41,143039954
110,143039954
26,143039954
53,143039954
15,143039954
36,143039954
92,143039954
17,521618746
3,521618746
15,521618746
31,521618746
16,521618746
107,521618746
50,521618746
43,521618746
14,521618746
18,521618746
4,521618746
73,521618746
116,521618746
5,521618746
41,521618746
8,521618746
61,521618746
10,521618746
78,521618746
9,521618746
64,521618746
52,60527986
88,60527986
80,60527986
71,60527986
5,60527986
6,60527986
60,60527986
3,60527986
9,60527986
16,60527986
14,60527986
26,60527986
96,60527986
4,60527986
102,60527986
17,60527986
8,60527986
63,60527986
70,60527986
3,60832819
52,60832819
5,60832819
10,60832819
6,60832819
88,60832819
71,60832819
14,60832819
37,60832819
4,60832819
15,60832819
119,60832819
17,60832819
9,60832819
8,60832819
58,60832819
36,60832819
92,60832819
60,60832819
96,60832819
11,60832819
12,60832819
16,60832819
35,60832819
80,60832819
63,60832819
3,61122092
10,61122092
52,61122092
5,61122092
88,61122092
6,61122092
71,61122092
16,61122092
37,61122092
60,61122092
8,61122092
15,61122092
4,61122092
14,61122092
96,61122092
17,61122092
36,61122092
80,61122092
9,61122092
41,61122092
119,61122092
29,61122092
110,61122092
12,61122092
3,60589280
10,60589280
